STA_SEQ,Station_ID_1,ADB_SegmentID,Station_Name,Proximity_Landmark,Municipality_Name,State_Name,SUB_BAS_SEQ_Name,YLat,XLong,LU_StationType_SEQ,textbox2
14264,139,NOSEG,Ketch Brook,upstream landfill downstream dam adjacent to Wapping Road,EAST WINDSOR,Connecticut,4207 - Ketch Brook - Scantic - Connecticut,41.8893,-72.5398,River/Stream,Total Records: 6196
14265,140,NOSEG,Ketch Brook,at East Road,EAST WINDSOR,Connecticut,4207 - Ketch Brook - Scantic - Connecticut,41.8788,-72.5202,River/Stream,Total Records: 6196
14266,141,NOSEG,Pecks Brook,at East Road,EAST WINDSOR,Connecticut,4207 - Ketch Brook - Scantic - Connecticut,41.8843,-72.5204,River/Stream,Total Records: 6196
14267,142,NOSEG,Ketch Brook,downstream RR bridge,EAST WINDSOR,Connecticut,4207 - Ketch Brook - Scantic - Connecticut,41.8862,-72.5523,River/Stream,Total Records: 6196
14268,143,NOSEG,Ketch Brook,upstream RR crossing and upstream of Landfill Seep,EAST WINDSOR,Connecticut,4207 - Ketch Brook - Scantic - Connecticut,41.8862,-72.5479,River/Stream,Total Records: 6196
14269,144,NOSEG,Ketch Brook,upstream RR crossing and downstream of Landfill Seep,EAST WINDSOR,Connecticut,4207 - Ketch Brook - Scantic - Connecticut,41.8859,-72.549,River/Stream,Total Records: 6196
14270,145,NOSEG,Ketch Brook,downstream Rye Street,EAST WINDSOR,Connecticut,4207 - Ketch Brook - Scantic - Connecticut,41.8797,-72.5744,River/Stream,Total Records: 6196
14271,146,NOSEG,"West Hartford Reservoir No 3, Unnamed outflow from (""Kilkenney Brook"")",downstream dirt road Reservoir 3,WEST HARTFORD,Connecticut,4403 - Trout Brook - Park - Connecticut,41.7557,-72.7888,River/Stream,Total Records: 6196
14272,147,CT6908-00_01,Leadmine Brook,Leadmine Road,THOMASTON,Connecticut,6908 - Leadmine Brook - Naugatuck - Housatonic,41.702,-73.0575,River/Stream,Total Records: 6196
14273,148,CT6606-00_01,Limekiln Brook,upstream side of Route 6 Crossing,DANBURY,Connecticut,6606 - Limekiln Brook - Still - Housatonic,41.4096,-73.4142,River/Stream,Total Records: 6196
14274,149,NOSEG,"Limekiln Brook, tributary to",behind shopping plaza at pump station,DANBURY,Connecticut,6606 - Limekiln Brook - Still - Housatonic,41.4066,-73.4126,River/Stream,Total Records: 6196
14275,150,CT3708-00_01,Little River,upstream Peake Brook Road,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,41.928,-71.9331,River/Stream,Total Records: 6196
14276,151,CT3708-00_01,Little River,downstream 150 meters Peake Brook Road,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,41.928,-71.9315,River/Stream,Total Records: 6196
14277,152,CT3805-00_03,Little River,upstream Potash Hill Road,SPRAGUE,Connecticut,3805 - Little River - Shetucket - Thames,41.6393,-72.0582,River/Stream,Total Records: 6196
14278,153,CT3805-00_02,Little River,upstream Bushell Hollow Road Route 138,SPRAGUE,Connecticut,3805 - Little River - Shetucket - Thames,41.6158,-72.0416,River/Stream,Total Records: 6196
14279,154,CT6920-00_01,Little River,adjacent Wire company near mouth,SEYMOUR,Connecticut,6920 - Little River - Naugatuck - Housatonic,41.3965,-73.0767,River/Stream,Total Records: 6196
14280,155,CT6920-00_02,Little River,downstream Route 67,OXFORD,Connecticut,6920 - Little River - Naugatuck - Housatonic,41.4058,-73.0926,River/Stream,Total Records: 6196
14281,156,CT4707-12_01,Lyman Brook,upstream confluence with Blackledge River,MARLBOROUGH,Connecticut,4707 - Blackledge River - Salmon - Connecticut,41.6077,-72.4263,River/Stream,Total Records: 6196
14282,157,CT6914-00_01,Mad River,at South Main Street,WATERBURY,Connecticut,6914 - Mad River - Naugatuck - Housatonic,41.5448,-73.0373,River/Stream,Total Records: 6196
14283,158,CT4302-00_01,Mad River,between Mouth and Old Route 8 crossing,WINCHESTER,Connecticut,4302 - Mad River - Farmington - Connecticut,41.9199,-73.0597,River/Stream,Total Records: 6196
14284,159,CT6914-00_01,Mad River,near mouth (Washington St.),WATERBURY,Connecticut,6914 - Mad River - Naugatuck - Housatonic,41.5439,-73.0384,River/Stream,Total Records: 6196
14285,160,CT6914-00_03a,Mad River,upstream Frost Street,WATERBURY,Connecticut,6914 - Mad River - Naugatuck - Housatonic,41.5603,-73.0029,River/Stream,Total Records: 6196
14286,161,CT4600-00_06,Mattabesset River,upstream Route 71A,BERLIN,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6201,-72.7937,River/Stream,Total Records: 6196
14287,162,CT4600-00_02,Mattabesset River,upstream Route 372,CROMWELL,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6088,-72.7144,River/Stream,Total Records: 6196
14288,163,CT4600-00_02,Mattabesset River,downstream Berlin Street,CROMWELL,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6189,-72.7127,River/Stream,Total Records: 6196
14289,164,CT5103-00_02,Menunketesuck River,upstream Kelseytown Road,CLINTON,Connecticut,5103 - Menunketesuck River - South Central Eastern Complex - South Central Coast,41.3296,-72.5242,River/Stream,Total Records: 6196
14290,165,CT5103-00_03,Menunketesuck River,at Route 80,KILLINGWORTH,Connecticut,5103 - Menunketesuck River - South Central Eastern Complex - South Central Coast,41.3565,-72.5405,River/Stream,Total Records: 6196
14291,166,CT7407-00_02,Mianus River,June Road,STAMFORD,Connecticut,7407 - Mianus River - Southwest Western Complex - Southwest Coast,41.1043,-73.5865,River/Stream,Total Records: 6196
14292,167,CT7407-00_02,Mianus River,Old Mill Road,STAMFORD,Connecticut,7407 - Mianus River - Southwest Western Complex - Southwest Coast,41.0934,-73.5857,River/Stream,Total Records: 6196
14293,168,CT7407-00_02,Mianus River,upstream Merribrook Lane,STAMFORD,Connecticut,7407 - Mianus River - Southwest Western Complex - Southwest Coast,41.0806,-73.5812,River/Stream,Total Records: 6196
14294,169,CT3713-00_02,Mill Brook,downstream Route 12 bridge,PLAINFIELD,Connecticut,3713 - Mill Brook - Quinebaug - Thames,41.6643,-71.9198,River/Stream,Total Records: 6196
14295,170,CT3713-00_01,Mill Brook,downtstream 200 ft RR Bridge,PLAINFIELD,Connecticut,3713 - Mill Brook - Quinebaug - Thames,41.6669,-71.9247,River/Stream,Total Records: 6196
14296,171,CT3713-00_01,Mill Brook,at RR tracks,PLAINFIELD,Connecticut,3713 - Mill Brook - Quinebaug - Thames,41.667,-71.9227,River/Stream,Total Records: 6196
14297,172,CT3713-00_01,Mill Brook,upstream 200 feet Fry Brook confluence,PLAINFIELD,Connecticut,3713 - Mill Brook - Quinebaug - Thames,41.6671,-71.9262,River/Stream,Total Records: 6196
14298,173,CT7108-00_02a,Mill River,upstream Lake Mohegan,FAIRFIELD,Connecticut,7108 - Mill River - Southwest Eastern - Southwest Coast,41.208,-73.257,River/Stream,Total Records: 6196
14299,174,CT7108-00_01,Mill River,upstream Mill Plain Road (Burr Street),FAIRFIELD,Connecticut,7108 - Mill River - Southwest Eastern - Southwest Coast,41.1738,-73.2684,River/Stream,Total Records: 6196
14300,175,CT5302-00_02,Mill River,upstream Tuttle Road,HAMDEN,Connecticut,5302 - Mill River - South Central Western Complex - South Central Coast,41.4307,-72.904,River/Stream,Total Records: 6196
14301,176,CT5302-00_02,Mill River,downstream Dixwell Avenue,HAMDEN,Connecticut,5302 - Mill River - South Central Western Complex - South Central Coast,41.3828,-72.8967,River/Stream,Total Records: 6196
14302,177,10_Clinton_Street,Milli-Q,"177, at Toxicity Lab Water",HARTFORD,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.802014,-72.661188,Well,Total Records: 6196
14303,178,CT4101-00_01,Muddy Brook,downstream Route 168 (Main Street),SUFFIELD,Connecticut,4101 - Muddy Brook - Stony Brook - Connecticut,41.9838,-72.6582,River/Stream,Total Records: 6196
14304,179,CT3708-01_03,Muddy Brook,downstream Route 169 Bridge,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,42.0135,-72.0042,River/Stream,Total Records: 6196
14305,180,CT3708-01_02,Muddy Brook,between confluence w/trib (MB2) and dirt road crossing,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,42.0147,-72.0017,River/Stream,Total Records: 6196
14306,181,CT3708-01_02,Muddy Brook,upstream Green Road,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,42.0118,-71.9934,River/Stream,Total Records: 6196
14307,182,NOSEG,Moss Brook,10 meters upstream confluence with Muddy Brook,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,42.0153,-72.0024,River/Stream,Total Records: 6196
14308,183,CT5208-00_02a,Muddy River,adjacent Velvet Road,NORTH HAVEN,Connecticut,5208 - Muddy River - Quinnipiac - South Central Coast,41.3685,-72.8417,River/Stream,Total Records: 6196
14309,184,CT5208-00_03,Muddy River,downstream Liney Hill Road,WALLINGFORD,Connecticut,5208 - Muddy River - Quinnipiac - South Central Coast,41.458,-72.7685,River/Stream,Total Records: 6196
14310,185,CT5208-00_02a,Muddy River,upstream Patten Road at Hansen Park,NORTH HAVEN,Connecticut,5208 - Muddy River - Quinnipiac - South Central Coast,41.3802,-72.8271,River/Stream,Total Records: 6196
14311,186,CT6301-00_02,Mudge Pond Brook,upstream Route 361 (4),SHARON,Connecticut,6301 - Indian Lake Creek - Tenmile - Housatonic,41.8908,-73.4804,River/Stream,Total Records: 6196
14312,187,CT6301-00_01,Mudge Pond Brook,downstream Kings Hill Road,SHARON,Connecticut,6301 - Indian Lake Creek - Tenmile - Housatonic,41.8835,-73.4911,River/Stream,Total Records: 6196
14313,188,CT3200-00_01,Natchaug River,upstream confluence with Shetucket River,WINDHAM,Connecticut,3200 - Natchaug River - Natchaug - Thames,41.7155,-72.1941,River/Stream,Total Records: 6196
14314,189,CT3200-00_02,Natchaug River,downstream North Bear Hill Road,CHAPLIN,Connecticut,3200 - Natchaug River - Natchaug - Thames,41.8008,-72.1182,River/Stream,Total Records: 6196
14315,190,CT6900-00_01,Naugatuck River,at Division Street,ANSONIA,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.331,-73.0793,River/Stream,Total Records: 6196
14316,191,CT6900-00_05,Naugatuck River,"""Frost Bridge"" - upstream Frost Bridge Echo Lake Rd and Route 262",WATERTOWN,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.6159,-73.0579,River/Stream,Total Records: 6196
14317,192,CT6900-00_02,Naugatuck River,behind Fire Station,BEACON FALLS,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.4435,-73.0642,River/Stream,Total Records: 6196
14318,193,CT6900-00_01,Naugatuck River,off Pershing Drive,ANSONIA,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.3387,-73.0806,River/Stream,Total Records: 6196
14319,194,CT6900-00_06,Naugatuck River,upstream falls at Campville Road,HARWINTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7361,-73.1054,River/Stream,Total Records: 6196
14320,195,CT6900-00_06,Naugatuck River,at Leadmine Road,THOMASTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7026,-73.0639,River/Stream,Total Records: 6196
14321,196,CT6900-00_06,Naugatuck River,downstream Reynolds Bridge at first dirt pull off,THOMASTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.6497,-73.0774,River/Stream,Total Records: 6196
14322,197,CT6900-00_05,Naugatuck River,between RR crossing and Dredge Hole impoundment,THOMASTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.631,-73.0772,River/Stream,Total Records: 6196
14323,198,CT6900-00_04,Naugatuck River,Adjacent to 300 Chase River Road,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5894,-73.0574,River/Stream,Total Records: 6196
14324,199,CT6900-00_03,Naugatuck River,at West Main Street,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5571,-73.0544,River/Stream,Total Records: 6196
14325,200,CT6900-00_03,Naugatuck River,downstream Freight Street,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5529,-73.0522,River/Stream,Total Records: 6196
14326,201,CT6900-00_03,Naugatuck River,downstream Bank Street,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5471,-73.0434,River/Stream,Total Records: 6196
14327,202,CT6900-00_03,Naugatuck River,downstream Washington Street,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5437,-73.04,River/Stream,Total Records: 6196
14328,203,CT6900-00_03,Naugatuck River,downstream Eagle Street,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5356,-73.0368,River/Stream,Total Records: 6196
14329,204,CT6900-00_03,Naugatuck River,upstream South Leonard Street,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5304,-73.0402,River/Stream,Total Records: 6196
14330,205,CT6900-00_02,Naugatuck River,at Bristol Street,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5182,-73.0536,River/Stream,Total Records: 6196
14331,206,CT6900-00_02,Naugatuck River,upstream Route 68,NAUGATUCK,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5051,-73.0469,River/Stream,Total Records: 6196
14332,207,CT6900-00_02,Naugatuck River,adjacent North end of Linden Park,NAUGATUCK,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5002,-73.0503,River/Stream,Total Records: 6196
14333,208,CT6900-00_02,Naugatuck River,at footbridge,NAUGATUCK,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5017,-73.0483,River/Stream,Total Records: 6196
14334,209,CT6900-00_02,Naugatuck River,at Route 63,NAUGATUCK,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.4834,-73.0523,River/Stream,Total Records: 6196
14335,210,CT6900-00_02,Naugatuck River,300 m upstream Maple Street,NAUGATUCK,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.4899,-73.0527,River/Stream,Total Records: 6196
14336,211,CT6900-00_02,Naugatuck River,upstream Beacon Valley Brook Confluence (Cross Street),NAUGATUCK,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.4683,-73.053,River/Stream,Total Records: 6196
14337,212,CT6900-00_02,Naugatuck River,at Depot Street,BEACON FALLS,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.4427,-73.0626,River/Stream,Total Records: 6196
14338,213,CT6900-00_01,Naugatuck River,downstream Broad Street,SEYMOUR,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.3921,-73.0748,River/Stream,Total Records: 6196
14339,214,CT6900-00_01,Naugatuck River,at Route 34,DERBY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.3189,-73.0818,River/Stream,Total Records: 6196
14340,215,CT6900-00_08,Naugatuck River,at East Albert Street,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7959,-73.1174,River/Stream,Total Records: 6196
14341,216,CT6900-00_08,Naugatuck River,at Palmer Bridge Street,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7891,-73.1145,River/Stream,Total Records: 6196
14342,217,CT6900-00_08,Naugatuck River,upstream POTW discharge,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7811,-73.1173,River/Stream,Total Records: 6196
14343,218,CT6900-00_07,Naugatuck River,adjacent POTW discharge,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7807,-73.1175,River/Stream,Total Records: 6196
14344,219,CT6900-00_07,Naugatuck River,downstream East POTW discharge,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7806,-73.1175,River/Stream,Total Records: 6196
14345,220,CT6900-00_07,Naugatuck River,downstream West POTW discharge,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7805,-73.1176,River/Stream,Total Records: 6196
14346,221,CT6900-00_07,Naugatuck River,downstream POTW outfall at next riffle,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7798,-73.1177,River/Stream,Total Records: 6196
14347,222,CT6900-00_07,Naugatuck River,downstream Upper Bogue Road,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7769,-73.1181,River/Stream,Total Records: 6196
14348,223,CT6900-00_07,Naugatuck River,downstream Route 118,HARWINTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7631,-73.1173,River/Stream,Total Records: 6196
14349,224,CT4310-00_02,Nepaug River,upstream Route 202 & Steadman Road,NEW HARTFORD,Connecticut,4310 - Nepaug River - Farmington - Connecticut,41.83,-72.9947,River/Stream,Total Records: 6196
14350,225,CT4000-00_02-INTO,No Name Trib A,upstream P&W,MIDDLETOWN,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.5381,-72.5639,Land Runoff,Total Records: 6196
14351,226,CT4000-00_02-INTO,No Name Trib B,upstream P&W,MIDDLETOWN,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.5393,-72.564,Land Runoff,Total Records: 6196
14352,227,CT4000-00_02-INTO,No Name Trib B,downstream P&W,MIDDLETOWN,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.5433,-72.5595,Land Runoff,Total Records: 6196
14353,228,CT4000-00_02-INTO,No Name Trib C,upstream P&W,MIDDLETOWN,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.5437,-72.5646,Land Runoff,Total Records: 6196
14354,229,CT4000-00_02-INTO,No Name Trib C,downstream P&W,MIDDLETOWN,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.5467,-72.5614,Land Runoff,Total Records: 6196
14355,230,CT6802-00_01,Nonewaug River,downstream Route 47 (Washington Road),WOODBURY,Connecticut,6802 - Nonewaug River - Pomperaug - Housatonic,41.5575,-73.2122,River/Stream,Total Records: 6196
14356,231,CT7403-00_01,Noroton River,downstream Middlesex Road,STAMFORD,Connecticut,7403 - Noroton River - Southwest Western Complex - Southwest Coast,41.0753,-73.5155,River/Stream,Total Records: 6196
14357,232,CT7403-00_02,Noroton River,upstream Camp Avenue,STAMFORD,Connecticut,7403 - Noroton River - Southwest Western Complex - Southwest Coast,41.0954,-73.5143,River/Stream,Total Records: 6196
14358,233,CT7403-00_02,Noroton River,Behind St. John's Cemetary,STAMFORD,Connecticut,7403 - Noroton River - Southwest Western Complex - Southwest Coast,41.0898,-73.5152,River/Stream,Total Records: 6196
14359,234,CT5207-00-1-L1_01,North Farms Reservoir,upstream Route 68,WALLINGFORD,Connecticut,5207 - Wharton Brook - Quinnipiac - South Central Coast,41.4853,-72.7813,Reservoir,Total Records: 6196
14360,235,CT7300-00_05,Norwalk River,upstream Cooper Pond Brook Confluence at Branchville RR,RIDGEFIELD,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.2675,-73.4414,River/Stream,Total Records: 6196
14361,236,CT7300-00_01,Norwalk River,upstream Perry Avenue,NORWALK,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.1359,-73.426,River/Stream,Total Records: 6196
14362,237,CT7300-02_01,Ridgefield Brook,upstream Route 35 near old pierce road,RIDGEFIELD,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.3158,-73.4792,River/Stream,Total Records: 6196
